date,datetime,SPOSTMIN,SACTMIN,DAYOFWEEK
11/24/2017,11/24/2017 21:30,45,,Friday
11/24/2017,11/24/2017 21:38,45,,Friday
11/24/2017,11/24/2017 21:45,45,,Friday
11/24/2017,11/24/2017 21:56,45,,Friday
11/24/2017,11/24/2017 21:59,45,,Friday
11/24/2017,11/24/2017 22:05,-999,,Friday
11/25/2017,11/25/2017 6:54,5,,Saturday
11/25/2017,11/25/2017 7:01,5,,Saturday
11/25/2017,11/25/2017 7:05,5,,Saturday
11/25/2017,11/25/2017 7:12,10,,Saturday
11/25/2017,11/25/2017 7:19,10,,Saturday
11/25/2017,11/25/2017 7:24,15,,Saturday
11/25/2017,11/25/2017 7:32,20,,Saturday
11/25/2017,11/25/2017 7:40,55,,Saturday
11/25/2017,11/25/2017 7:45,55,,Saturday
11/25/2017,11/25/2017 7:56,55,,Saturday
11/25/2017,11/25/2017 7:59,55,,Saturday
11/25/2017,11/25/2017 8:05,30,,Saturday
11/25/2017,11/25/2017 8:08,30,,Saturday
11/25/2017,11/25/2017 8:10,30,,Saturday
11/25/2017,11/25/2017 8:19,55,,Saturday
11/25/2017,11/25/2017 8:24,55,,Saturday
11/25/2017,11/25/2017 8:32,60,,Saturday
11/25/2017,11/25/2017 8:44,60,,Saturday
11/25/2017,11/25/2017 8:45,60,,Saturday
11/25/2017,11/25/2017 8:54,60,,Saturday
11/25/2017,11/25/2017 8:59,75,,Saturday
11/25/2017,11/25/2017 9:03,75,,Saturday
11/25/2017,11/25/2017 9:10,75,,Saturday
11/25/2017,11/25/2017 9:17,75,,Saturday
11/25/2017,11/25/2017 9:24,90,,Saturday
11/25/2017,11/25/2017 9:30,90,,Saturday
11/25/2017,11/25/2017 9:42,90,,Saturday
11/25/2017,11/25/2017 9:51,115,,Saturday
11/25/2017,11/25/2017 9:52,115,,Saturday
11/25/2017,11/25/2017 9:57,115,,Saturday
11/25/2017,11/25/2017 9:59,115,,Saturday
11/25/2017,11/25/2017 10:03,115,,Saturday
11/25/2017,11/25/2017 10:10,115,,Saturday
11/25/2017,11/25/2017 10:19,115,,Saturday
11/25/2017,11/25/2017 10:24,115,,Saturday
11/25/2017,11/25/2017 10:34,120,,Saturday
11/25/2017,11/25/2017 10:38,120,,Saturday
11/25/2017,11/25/2017 10:53,120,,Saturday
11/25/2017,11/25/2017 11:00,120,,Saturday
11/25/2017,11/25/2017 11:03,120,,Saturday
11/25/2017,11/25/2017 11:05,120,,Saturday
11/25/2017,11/25/2017 11:12,120,,Saturday
11/25/2017,11/25/2017 11:17,120,,Saturday
11/25/2017,11/25/2017 11:24,120,,Saturday
11/25/2017,11/25/2017 11:30,120,,Saturday
11/25/2017,11/25/2017 11:44,110,,Saturday
11/25/2017,11/25/2017 11:45,110,,Saturday
11/25/2017,11/25/2017 11:59,110,,Saturday
11/25/2017,11/25/2017 12:00,110,,Saturday
11/25/2017,11/25/2017 12:03,110,,Saturday
11/25/2017,11/25/2017 12:10,110,,Saturday
11/25/2017,11/25/2017 12:17,125,,Saturday
11/25/2017,11/25/2017 12:30,125,,Saturday
11/25/2017,11/25/2017 12:32,125,,Saturday
11/25/2017,11/25/2017 12:42,125,,Saturday
11/25/2017,11/25/2017 12:45,125,,Saturday
11/25/2017,11/25/2017 12:52,125,,Saturday
11/25/2017,11/25/2017 12:59,125,,Saturday
11/25/2017,11/25/2017 13:07,125,,Saturday
11/25/2017,11/25/2017 13:12,125,,Saturday
11/25/2017,11/25/2017 13:19,125,,Saturday
11/25/2017,11/25/2017 13:28,125,,Saturday
11/25/2017,11/25/2017 13:30,125,,Saturday
11/25/2017,11/25/2017 13:38,125,,Saturday
11/25/2017,11/25/2017 13:47,125,,Saturday
11/25/2017,11/25/2017 13:52,125,,Saturday
11/25/2017,11/25/2017 13:59,125,,Saturday
11/25/2017,11/25/2017 14:07,125,,Saturday
11/25/2017,11/25/2017 14:10,125,,Saturday
11/25/2017,11/25/2017 14:17,125,,Saturday
11/25/2017,11/25/2017 14:30,125,,Saturday
11/25/2017,11/25/2017 14:30,125,,Saturday
11/25/2017,11/25/2017 14:38,125,,Saturday
11/25/2017,11/25/2017 14:51,135,,Saturday
11/25/2017,11/25/2017 15:00,135,,Saturday
11/25/2017,11/25/2017 15:01,135,,Saturday
11/25/2017,11/25/2017 15:03,135,,Saturday
11/25/2017,11/25/2017 15:10,135,,Saturday
11/25/2017,11/25/2017 15:17,135,,Saturday
11/25/2017,11/25/2017 15:24,135,,Saturday
11/25/2017,11/25/2017 15:32,135,,Saturday
11/25/2017,11/25/2017 15:40,135,,Saturday
11/25/2017,11/25/2017 15:45,125,,Saturday
11/25/2017,11/25/2017 15:56,125,,Saturday
11/25/2017,11/25/2017 15:59,125,,Saturday
11/25/2017,11/25/2017 16:03,125,,Saturday
11/25/2017,11/25/2017 16:12,125,,Saturday
11/25/2017,11/25/2017 16:17,125,,Saturday
11/25/2017,11/25/2017 16:24,125,,Saturday
11/25/2017,11/25/2017 16:34,125,,Saturday
11/25/2017,11/25/2017 16:40,125,,Saturday
11/25/2017,11/25/2017 16:47,125,,Saturday
11/25/2017,11/25/2017 16:59,125,,Saturday
11/25/2017,11/25/2017 17:00,125,,Saturday
11/25/2017,11/25/2017 17:05,125,,Saturday
11/25/2017,11/25/2017 17:10,125,,Saturday
11/25/2017,11/25/2017 17:19,125,,Saturday
11/25/2017,11/25/2017 17:28,125,,Saturday
11/25/2017,11/25/2017 17:30,125,,Saturday
11/25/2017,11/25/2017 17:38,125,,Saturday
